leg,sym,pass,score,nbpR,segpos,rf,oneop,ops,win,sizing,smaP,slowP,mult,step,tpR,trailR,half,mgmtTF,stack,extop1R,nmonster,addtrig,lineplace,nback,buffer,segpos_ex3,h1R,h2R,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49,w50,w51,w52,w53,w54,w55,w56,w57,w58,w59,w60,w61,w62,w63,w64,w65,w66,w67,w68,w69,w70,w71,w72,w73,w74,w75,w76,w77,w78,w79,w80,w81,w82,w83,w84,w85,w86,w87,w88,w89,w90,w91,w92,w93,w94,w95,w96,w97,w98,w99,w100,w101,w102,w103,w104,w105,w106,w107,w108,w109,w110,w111,w112,w113,w114,w115,w116,w117,w118,w119,w120,w121,w122,w123,w124,w125,w126,w127,w128,w129
BtcGF,BTCUSDc,1,148.423,148.423,6,10.2481,29.9,251,25.8964,1,19,270,0.015,1.1,0.0,2.5,0.5,16385,1,104.048,16,0,0,0,0.0,6,51.451,96.972,10.103,9.085,-3.563,0.0,-1.0,-3.427,2.038,-3.0,3.176,1.723,-2.0,-2.0,1.038,-4.0,-0.197,0.628,0.0,14.581,4.695,-5.823,0.0,-0.961,0.006,1.509,1.306,-2.0,-0.302,3.575,-3.0,4.973,1.179,9.412,1.781,3.853,-4.0,1.092,-2.0,2.817,-2.0,-3.0,17.725,-2.0,-1.0,-1.0,-2.776,5.546,-0.332,-1.009,2.474,-0.296,-1.0,0.0,0.8,0.0,0.0,-1.0,0.0,-1.0,0.752,0.0,-1.0,0.0,-1.0,0.0,0.0,1.204,0.0,0.0,-1.0,-1.0,0.0,4.017,-2.0,0.0,0.0,-0.896,-2.0,-2.0,0.0,-1.698,-0.96,0.0,0.101,20.042,0.0,14.29,-0.779,-0.035,-2.474,-1.0,17.285,0.0,-5.0,2.701,-2.0,-2.0,1.081,-2.129,-1.305,0.0,0.0,49.673,-5.006,-3.794,4.05,5.055,0.751,2.635,-2.0,-1.002,2.068,0.329,-2.0,-4.0,0.6,1.176,0.0,0.0,18.713,-1.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BtcGF,BTCUSDc,0,180.7192,216.863,5,11.597,46.23,253,25.2964,1,18,270,0.015,1.1,0.0,2.5,0.5,16385,1,116.611,16,0,0,0,0.0,4,57.374,159.489,10.103,9.085,-3.563,0.0,-1.0,-3.435,2.038,-3.0,3.176,1.723,-2.0,-2.0,1.056,-4.0,-0.173,0.62,0.0,14.749,4.695,-5.823,0.0,-0.772,0.006,1.509,1.306,-2.0,-0.254,3.575,-3.0,4.973,1.179,9.412,1.781,3.853,-4.0,1.11,-2.0,2.817,-2.0,-3.0,17.725,-2.0,-1.0,-1.0,-2.776,5.546,-0.332,-1.009,2.474,-0.313,-1.0,0.0,0.8,0.0,0.0,-1.0,0.0,-1.0,0.752,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.999,0.0,0.0,-1.0,-1.0,0.0,4.017,-2.0,0.0,0.0,-0.896,-2.0,-2.0,0.0,-1.698,-0.96,0.0,0.083,20.042,0.0,14.484,-0.779,-0.035,-2.476,-1.0,17.285,0.0,-5.0,2.701,-2.0,-2.0,1.081,-2.092,-1.305,0.0,0.0,105.55,-5.019,-3.794,4.05,5.042,0.751,2.635,-2.0,-1.002,2.068,0.47,-2.0,-4.0,0.6,1.176,0.0,0.0,34.721,-1.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
