leg,sym,pass,score,nbpR,segpos,rf,oneop,ops,win,sizing,smaP,slowP,mult,step,tpR,trailR,half,mgmtTF,stack,extop1R,nmonster,addtrig,lineplace,nback,buffer,segpos_ex3,h1R,h2R,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49,w50,w51,w52,w53,w54,w55,w56,w57,w58,w59,w60,w61,w62,w63,w64,w65,w66,w67,w68,w69,w70,w71,w72,w73,w74,w75,w76,w77,w78,w79,w80,w81,w82,w83,w84,w85,w86,w87,w88,w89,w90,w91,w92,w93,w94,w95,w96,w97,w98,w99,w100,w101,w102,w103,w104,w105,w106,w107,w108,w109,w110,w111,w112,w113,w114,w115,w116,w117,w118,w119,w120,w121,w122,w123,w124,w125,w126,w127,w128,w129
BtcGF,BTCUSDc,1,52.52,63.024,5,4.4559,19.31,237,28.692,0,16,0,0.01,1.2,0.0,2.5,0.3,16385,1,50.852,13,0,0,0,0.0,4,21.741,41.283,10.187,9.085,-3.563,0.0,-1.769,-0.08,2.018,-3.0,3.176,1.723,-0.033,-2.0,1.72,0.0,0.0,-0.351,0.0,2.751,-3.642,-5.247,0.0,0.283,0.006,1.509,1.306,-0.641,-0.643,3.575,-0.625,4.973,1.71,2.606,1.12,2.744,-4.0,2.199,-2.0,2.817,-2.0,-3.0,0.103,-2.0,-1.0,0.0,0.0,1.904,-0.332,-1.009,2.474,-0.313,0.0,-1.0,0.781,0.0,0.0,0.0,0.051,-1.0,0.752,0.0,-1.0,0.0,0.0,7.146,0.0,0.0,1.246,0.0,-1.0,-1.0,0.0,4.017,-2.0,0.0,0.0,-0.896,-2.0,0.0,0.0,0.0,-0.226,-1.488,1.009,9.025,0.0,8.886,-0.804,-0.051,-2.494,2.019,11.581,0.0,-3.494,-0.985,-2.0,0.0,0.0,0.966,4.373,5.623,0.584,5.701,-3.018,-2.858,-3.844,3.487,1.931,2.622,-2.0,-1.004,2.052,0.47,-2.0,-4.0,0.574,-0.941,-2.615,-1.0,11.546,-1.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BtcGF,BTCUSDc,0,52.6192,63.143,5,4.4751,19.28,237,28.692,0,15,0,0.01,1.2,0.0,2.5,0.3,16385,1,50.971,13,0,0,0,0.0,4,21.81,41.333,10.187,9.085,-3.563,0.0,-1.845,-0.08,2.018,-3.0,3.176,1.723,-0.027,-2.0,1.769,0.0,0.0,-0.352,0.0,2.854,-3.642,-5.247,0.0,0.294,0.006,1.509,1.306,-0.641,-0.635,3.575,-0.637,4.973,1.689,2.585,1.12,2.743,-4.0,2.211,-2.0,2.817,-2.0,-3.0,0.103,-2.0,-1.0,0.0,0.0,1.904,-0.32,-1.009,2.474,-0.313,0.0,-1.0,0.781,0.0,0.0,0.0,0.051,-1.0,0.752,0.0,-1.0,0.0,0.0,7.193,0.0,0.0,1.265,0.0,-1.0,-1.0,0.0,4.017,-2.0,0.0,0.0,-0.896,-2.0,0.0,0.0,0.0,-0.238,-1.488,1.009,9.056,0.0,8.875,-0.781,-0.051,-2.498,2.019,11.517,0.0,-3.48,-0.985,-2.0,0.0,0.0,0.998,4.36,5.468,0.584,5.81,-3.006,-2.861,-3.844,3.487,1.931,2.622,-2.0,-1.005,2.052,0.47,-2.0,-4.0,0.569,-0.91,-2.615,-1.0,11.546,-1.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
