leg,sym,pass,score,nbpR,segpos,rf,oneop,ops,win,sizing,smaP,slowP,mult,step,tpR,trailR,half,mgmtTF,stack,extop1R,nmonster,addtrig,lineplace,nback,buffer,segpos_ex3,h1R,h2R,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49,w50,w51,w52,w53,w54,w55,w56,w57,w58,w59,w60,w61,w62,w63,w64,w65,w66,w67,w68,w69,w70,w71,w72,w73,w74,w75,w76,w77,w78,w79,w80,w81,w82,w83,w84,w85,w86,w87,w88,w89,w90,w91,w92,w93,w94,w95,w96,w97,w98,w99,w100,w101,w102,w103,w104,w105,w106,w107,w108,w109,w110,w111,w112,w113,w114,w115,w116,w117,w118,w119,w120,w121,w122,w123,w124,w125,w126,w127,w128,w129
BtcPG,BTCUSDc,1,32.1658,38.599,5,2.7709,5.68,325,37.2308,0,13,0,0.01,1.5,2.0,0.0,0.3,16385,1,36.407,0,0,0,0,0.0,5,8.864,29.735,5.972,3.952,-1.027,0.0,-1.999,2.022,0.985,-3.0,1.994,1.954,-0.001,-2.0,0.023,-3.0,0.981,4.097,1.993,-2.0,-2.006,-3.016,1.96,-1.002,2.033,-0.024,1.955,2.008,-0.001,-3.001,0.997,-1.0,-3.0,4.02,1.998,1.972,-4.0,2.084,-2.0,0.972,-2.0,-3.0,0.014,-2.0,-1.0,0.0,0.0,2.977,-0.008,2.998,-3.0,0.98,0.0,-1.0,1.008,0.0,4.16,-1.0,0.0,-1.0,0.975,0.0,2.192,0.0,0.0,2.083,0.0,2.071,0.0,0.0,-1.0,-1.0,0.0,1.999,-2.0,0.0,0.0,-1.0,-2.0,0.0,2.149,-2.0,1.008,0.986,3.99,2.966,4.017,-0.984,2.991,1.962,2.0,-0.003,-0.022,2.034,-2.011,-0.003,-2.0,0.0,2.095,3.965,-2.018,-1.971,0.986,3.953,0.972,0.041,-4.0,4.053,1.99,-2.005,0.002,0.0,-0.941,-1.019,-2.0,-4.0,2.124,-1.0,-2.004,-1.015,7.973,2.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BtcPG,BTCUSDc,0,32.0792,38.495,5,2.7637,5.74,325,37.2308,0,12,0,0.01,1.5,2.0,0.0,0.3,16385,1,36.287,0,0,0,0,0.0,5,8.841,29.654,5.972,3.952,-1.027,0.0,-2.0,2.02,0.985,-3.0,1.994,1.954,-0.002,-2.0,0.021,-3.0,0.975,4.097,1.993,-2.0,-2.006,-3.016,1.976,-1.002,2.033,-0.024,1.963,1.989,-0.001,-3.001,0.997,-1.0,-3.0,4.007,1.998,1.968,-4.0,2.084,-2.0,0.972,-1.999,-3.0,0.014,-2.0,-1.0,0.0,0.0,2.977,-0.008,2.998,-3.0,0.98,0.0,-1.0,1.008,0.0,4.096,-1.0,0.0,-1.0,0.975,0.0,2.192,0.0,0.0,2.083,0.0,2.071,0.0,0.0,-1.0,-1.0,0.0,1.999,-2.0,0.0,0.0,-1.0,-2.0,0.0,2.088,-2.0,0.989,0.986,3.99,2.966,4.017,-0.984,3.006,1.962,2.0,-0.01,-0.022,2.057,-2.011,-0.002,-2.0,0.0,2.208,3.972,-2.018,-1.971,0.986,3.953,0.971,0.047,-4.0,4.027,2.002,-2.005,0.002,0.0,-0.941,-1.019,-2.0,-4.0,2.044,-1.0,-2.004,-1.015,7.973,2.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
